http://purl.uniprot.org/uniprot/Q8NHB3,N/A
http://purl.uniprot.org/uniprot/Q8NHA1,N/A
http://purl.uniprot.org/uniprot/A0A126GW42,OR5C1
http://purl.uniprot.org/uniprot/A0A126GVX6,OR8G1
http://purl.uniprot.org/uniprot/Q9Y2C6,N/A
http://purl.uniprot.org/uniprot/Q9NYD3,PTMA
http://purl.uniprot.org/uniprot/Q9NRW5,N/A
http://purl.uniprot.org/uniprot/Q9NRE5,N/A
http://purl.uniprot.org/uniprot/Q9H6N8,N/A
http://purl.uniprot.org/uniprot/Q9H6D6,N/A
http://purl.uniprot.org/uniprot/Q9BXF1,N/A
http://purl.uniprot.org/uniprot/Q99882,ALL-1-AF17
http://purl.uniprot.org/uniprot/Q99843,hCG_2010019
http://purl.uniprot.org/uniprot/Q96QS8,N/A
http://purl.uniprot.org/uniprot/Q96NH1,hCG_2033177
http://purl.uniprot.org/uniprot/Q96C75,N/A
http://purl.uniprot.org/uniprot/Q8WVU8,RBL1
http://purl.uniprot.org/uniprot/Q8NI68,OK/SW-cl.87
http://purl.uniprot.org/uniprot/Q8ND88,DKFZp434P091
http://purl.uniprot.org/uniprot/Q8N940,N/A
http://purl.uniprot.org/uniprot/Q8N7E7,N/A
http://purl.uniprot.org/uniprot/Q14830,MG81
http://purl.uniprot.org/uniprot/Q13808,N/A
http://purl.uniprot.org/uniprot/O75374,N/A
http://purl.uniprot.org/uniprot/A0A0K0K1J7,HEL-S-94
http://purl.uniprot.org/uniprot/A0A024R2G3,TSEN2
http://purl.uniprot.org/uniprot/A0A024QYV3,RABL5
http://purl.uniprot.org/uniprot/Q9B2Y6,N/A
http://purl.uniprot.org/uniprot/Q8NHC3,N/A
http://purl.uniprot.org/uniprot/Q8NHC2,N/A
http://purl.uniprot.org/uniprot/A0A126GWP9,OR1J1
http://purl.uniprot.org/uniprot/Q8NGU3,N/A
http://purl.uniprot.org/uniprot/Q9B2X0,COX3
http://purl.uniprot.org/uniprot/Q8W8U1,ND5
http://purl.uniprot.org/uniprot/A0A669KAW2,N/A
http://purl.uniprot.org/uniprot/A0A6C2E459,HLA-B
http://purl.uniprot.org/uniprot/A0A679C5Z9,cytB
http://purl.uniprot.org/uniprot/A0A679A0N2,HLA-B
http://purl.uniprot.org/uniprot/A0A678ZSL7,HLA-DRB1
http://purl.uniprot.org/uniprot/A0A678ZMJ6,HLA-A
http://purl.uniprot.org/uniprot/A0A678ZHV9,HLA-C
http://purl.uniprot.org/uniprot/I3L4Z9,SCPEP1
http://purl.uniprot.org/uniprot/I3L4R4,HLF
http://purl.uniprot.org/uniprot/I3L4G3,NDC80
http://purl.uniprot.org/uniprot/I3L3F1,CARD14
http://purl.uniprot.org/uniprot/I3L3B4,N/A
http://purl.uniprot.org/uniprot/I3L2W8,CACNA1G
http://purl.uniprot.org/uniprot/I3L2Q8,LCMT1
http://purl.uniprot.org/uniprot/I3L2I3,RPTOR
http://purl.uniprot.org/uniprot/H9SR56,CYTB
http://purl.uniprot.org/uniprot/H9SHT7,ATP6
http://purl.uniprot.org/uniprot/H9S091,ND2
http://purl.uniprot.org/uniprot/H9RVX2,ND5
http://purl.uniprot.org/uniprot/H9QZ61,ND2
http://purl.uniprot.org/uniprot/H9Q5H0,ND4
http://purl.uniprot.org/uniprot/H9PSP0,ND2
http://purl.uniprot.org/uniprot/H3BR83,NFATC3
http://purl.uniprot.org/uniprot/H9M5G1,COX3
http://purl.uniprot.org/uniprot/H9M4P4,CYTB
http://purl.uniprot.org/uniprot/W6MVR4,HLA-DRB1
http://purl.uniprot.org/uniprot/Q9G345,cytb
http://purl.uniprot.org/uniprot/Q9B138,COX2
http://purl.uniprot.org/uniprot/O78066,HLA-C
http://purl.uniprot.org/uniprot/H2BEA3,HLA-B
http://purl.uniprot.org/uniprot/G1EPT5,HLA-B
http://purl.uniprot.org/uniprot/F2X671,HLA-B
http://purl.uniprot.org/uniprot/E3SWJ9,HLA-B
http://purl.uniprot.org/uniprot/D3Y5Z4,HLA-B
http://purl.uniprot.org/uniprot/D3U401,HLA-B
http://purl.uniprot.org/uniprot/A0A2U7NI80,HLA-C
http://purl.uniprot.org/uniprot/A0A2H4G0A0,HLA-C
http://purl.uniprot.org/uniprot/A0A2H4FZL2,HLA-C
http://purl.uniprot.org/uniprot/A0A1X9I475,HLA-C
http://purl.uniprot.org/uniprot/A0A0A7C963,HLA-B
http://purl.uniprot.org/uniprot/A0A0A7C7K3,HLA-B
http://purl.uniprot.org/uniprot/A0A0A7C5W9,HLA-B
http://purl.uniprot.org/uniprot/A0A0A7C4Z2,HLA-B
http://purl.uniprot.org/uniprot/Q9Y6A3,N/A
http://purl.uniprot.org/uniprot/Q9Y4Y4,HPV45 E6
http://purl.uniprot.org/uniprot/Q9Y4Q3,DKFZp434B094
http://purl.uniprot.org/uniprot/Q9UPD0,MLL
http://purl.uniprot.org/uniprot/Q9UI74,N/A
http://purl.uniprot.org/uniprot/Q9UI58,hCG_2036818
http://purl.uniprot.org/uniprot/Q9UHZ5,PRO0397
http://purl.uniprot.org/uniprot/Q9UHU4,hCG_30584
http://purl.uniprot.org/uniprot/Q9P1E0,N/A
http://purl.uniprot.org/uniprot/Q9NSJ0,PRED3
http://purl.uniprot.org/uniprot/Q9NPH1,TCL6f4
http://purl.uniprot.org/uniprot/Q9H9H9,N/A
http://purl.uniprot.org/uniprot/Q9H283,hCG_1993240
http://purl.uniprot.org/uniprot/Q96S84,N/A
http://purl.uniprot.org/uniprot/Q96LU8,N/A
http://purl.uniprot.org/uniprot/Q96GH5,LOC644215
http://purl.uniprot.org/uniprot/Q96E61,N/A
http://purl.uniprot.org/uniprot/Q8WYU7,pp6318
http://purl.uniprot.org/uniprot/Q8TAF1,RNF32
http://purl.uniprot.org/uniprot/Q8N814,N/A
http://purl.uniprot.org/uniprot/Q8N793,N/A
http://purl.uniprot.org/uniprot/Q8IZW0,HB92
http://purl.uniprot.org/uniprot/Q15888,N/A
http://purl.uniprot.org/uniprot/Q14754,N/A
http://purl.uniprot.org/uniprot/Q14065,N/A
http://purl.uniprot.org/uniprot/Q13695,N/A
http://purl.uniprot.org/uniprot/Q12964,MUC8
http://purl.uniprot.org/uniprot/O43849,PDE4C
http://purl.uniprot.org/uniprot/O14860,N/A
http://purl.uniprot.org/uniprot/O14847,N/A
http://purl.uniprot.org/uniprot/I6QHI3,ND2
http://purl.uniprot.org/uniprot/I6QF59,CYTB
http://purl.uniprot.org/uniprot/A0A678ZWR1,HLA-DRB1
http://purl.uniprot.org/uniprot/A0A678ZI99,HLA-DRB1
http://purl.uniprot.org/uniprot/A0A678ZDW4,HLA-DRB1
http://purl.uniprot.org/uniprot/A0A5H2UZ26,HLA-DRB1
http://purl.uniprot.org/uniprot/A0A5H2UXD1,HLA-DQB1
http://purl.uniprot.org/uniprot/A0A5H2UR92,HLA-DRB1
http://purl.uniprot.org/uniprot/A0A6G7GD27,COX1
http://purl.uniprot.org/uniprot/A0A1S6GKY9,HLA-B
http://purl.uniprot.org/uniprot/A0A1S5QR99,HLA-C
http://purl.uniprot.org/uniprot/A0A1S5QR28,HLA-C
http://purl.uniprot.org/uniprot/A0A6C0SEE3,HLA-C
http://purl.uniprot.org/uniprot/A0A6B9VTR1,HLA-A
http://purl.uniprot.org/uniprot/A0A6B9VRN1,HLA-C
http://purl.uniprot.org/uniprot/A0A6B9VRB5,HLA-C
http://purl.uniprot.org/uniprot/A0A669KBK7,ZNF648
http://purl.uniprot.org/uniprot/A0A669KAZ6,N/A
http://purl.uniprot.org/uniprot/Q9UMB5,N/A
http://purl.uniprot.org/uniprot/Q9UL96,N/A
http://purl.uniprot.org/uniprot/Q9UDT1,RHBDD2
http://purl.uniprot.org/uniprot/Q9P1H4,N/A
http://purl.uniprot.org/uniprot/Q9P170,N/A
http://purl.uniprot.org/uniprot/Q9P162,N/A
http://purl.uniprot.org/uniprot/Q9NYZ9,N/A
http://purl.uniprot.org/uniprot/Q9NST9,DKFZp434I0812
http://purl.uniprot.org/uniprot/Q9NSI9,PRED4
http://purl.uniprot.org/uniprot/Q9HD49,N/A
http://purl.uniprot.org/uniprot/Q9HA29,N/A
http://purl.uniprot.org/uniprot/Q9H942,N/A
http://purl.uniprot.org/uniprot/Q9H3A7,hCG_1983393
http://purl.uniprot.org/uniprot/Q9C064,N/A
http://purl.uniprot.org/uniprot/Q9BTQ3,C8orf75
http://purl.uniprot.org/uniprot/Q9BQC4,PMCHL1
http://purl.uniprot.org/uniprot/Q96S04,gs78
http://purl.uniprot.org/uniprot/Q96S02,gs80
http://purl.uniprot.org/uniprot/Q96RE2,N/A
http://purl.uniprot.org/uniprot/Q96QR9,N/A
http://purl.uniprot.org/uniprot/Q96Q96,KIAA0287
http://purl.uniprot.org/uniprot/Q96J72,N/A
http://purl.uniprot.org/uniprot/Q8WYX5,pp10472
http://purl.uniprot.org/uniprot/Q8TES9,FLJ00097
http://purl.uniprot.org/uniprot/Q8TAC0,MGC27345
http://purl.uniprot.org/uniprot/Q8NI11,N/A
http://purl.uniprot.org/uniprot/Q8NFX3,N/A
http://purl.uniprot.org/uniprot/Q8NC93,N/A
http://purl.uniprot.org/uniprot/Q8N8T8,N/A
http://purl.uniprot.org/uniprot/Q8N8L6,ARL10
http://purl.uniprot.org/uniprot/Q8N7W9,N/A
http://purl.uniprot.org/uniprot/Q8N7N2,N/A
http://purl.uniprot.org/uniprot/Q8N7E8,N/A
http://purl.uniprot.org/uniprot/Q8IUV4,DOLPP1
http://purl.uniprot.org/uniprot/Q16755,CYP21A/CYP21B fusion gene
http://purl.uniprot.org/uniprot/Q16452,COL1A2
http://purl.uniprot.org/uniprot/Q15523,N/A
http://purl.uniprot.org/uniprot/Q15495,SMPD1
http://purl.uniprot.org/uniprot/Q13745,N/A
http://purl.uniprot.org/uniprot/Q13552,N/A
http://purl.uniprot.org/uniprot/P13985,HRES1
http://purl.uniprot.org/uniprot/O14750,pol
http://purl.uniprot.org/uniprot/O00361,N/A
http://purl.uniprot.org/uniprot/G5E9L9,DCLK2
http://purl.uniprot.org/uniprot/A0A804HKT1,RETREG1
http://purl.uniprot.org/uniprot/A0A024R7E2,LPPR2
http://purl.uniprot.org/uniprot/A0A024QZG5,MGC2474
http://purl.uniprot.org/uniprot/Q4VFM9,ATP6
http://purl.uniprot.org/uniprot/A0A6G9L5T8,ND6
http://purl.uniprot.org/uniprot/A0A7T0LNH2,N/A
http://purl.uniprot.org/uniprot/A0A858B8D2,HLA-DQB1
http://purl.uniprot.org/uniprot/A0A6B7IC31,HLA-DQB1
http://purl.uniprot.org/uniprot/A0A6B7HH93,HLA-DQB1
http://purl.uniprot.org/uniprot/A0A6B7HFT7,HLA-DQB1
http://purl.uniprot.org/uniprot/A0A6B7G0Q8,HLA-DQB1
http://purl.uniprot.org/uniprot/A0A6B7G0N5,HLA-DQB1
http://purl.uniprot.org/uniprot/A0A678ZV53,HLA-DQB1
