ENSG00000001167	ENSG00000135482
ENSG00000001167	ENSG00000198420
ENSG00000002726	ENSG00000162144
ENSG00000002822	ENSG00000143549
ENSG00000002834	ENSG00000071539
ENSG00000004142	ENSG00000023330
ENSG00000004487	ENSG00000123609
ENSG00000004487	ENSG00000204599
ENSG00000004487	ENSG00000214717
ENSG00000004975	ENSG00000015285
ENSG00000004975	ENSG00000087206
ENSG00000004975	ENSG00000111196
ENSG00000004975	ENSG00000114784
ENSG00000004975	ENSG00000120500
ENSG00000004975	ENSG00000130560
ENSG00000004975	ENSG00000132356
ENSG00000004975	ENSG00000151929
ENSG00000004975	ENSG00000160753
ENSG00000004975	ENSG00000176105
ENSG00000004975	ENSG00000197114
ENSG00000004975	ENSG00000204859
ENSG00000004975	ENSG00000273899
ENSG00000005194	ENSG00000108010
ENSG00000005238	ENSG00000076604
ENSG00000005238	ENSG00000112214
ENSG00000005238	ENSG00000112984
ENSG00000005238	ENSG00000185811
ENSG00000006712	ENSG00000129245
ENSG00000007944	ENSG00000139517
ENSG00000008283	ENSG00000107175
ENSG00000009307	ENSG00000175573
ENSG00000009335	ENSG00000167110
ENSG00000010017	ENSG00000110092
ENSG00000010017	ENSG00000112685
ENSG00000010165	ENSG00000131931
ENSG00000010295	ENSG00000139437
ENSG00000011590	ENSG00000213204
ENSG00000011590	ENSG00000272514
ENSG00000011638	ENSG00000160325
ENSG00000015153	ENSG00000204227
ENSG00000015285	ENSG00000108798
ENSG00000015285	ENSG00000125733
ENSG00000015479	ENSG00000117569
ENSG00000017797	ENSG00000132522
ENSG00000017797	ENSG00000166037
ENSG00000020256	ENSG00000146063
ENSG00000020256	ENSG00000181026
ENSG00000023330	ENSG00000034510
ENSG00000023330	ENSG00000162999
ENSG00000023330	ENSG00000183495
ENSG00000025434	ENSG00000143171
ENSG00000025770	ENSG00000127191
ENSG00000025770	ENSG00000183891
ENSG00000025770	ENSG00000196230
ENSG00000025770	ENSG00000204815
ENSG00000028528	ENSG00000115255
ENSG00000028528	ENSG00000166091
ENSG00000028528	ENSG00000170540
ENSG00000028528	ENSG00000172803
ENSG00000030582	ENSG00000108010
ENSG00000034713	ENSG00000161011
ENSG00000035115	ENSG00000139722
ENSG00000035403	ENSG00000087077
ENSG00000035403	ENSG00000110031
ENSG00000035720	ENSG00000147010
ENSG00000036054	ENSG00000118046
ENSG00000038274	ENSG00000168906
ENSG00000039600	ENSG00000213204
ENSG00000039600	ENSG00000272514
ENSG00000043143	ENSG00000168395
ENSG00000043462	ENSG00000100351
ENSG00000043462	ENSG00000129245
ENSG00000050327	ENSG00000183690
ENSG00000050748	ENSG00000139517
ENSG00000051128	ENSG00000079102
ENSG00000051128	ENSG00000115935
ENSG00000051128	ENSG00000123143
ENSG00000051128	ENSG00000144597
ENSG00000051128	ENSG00000172680
ENSG00000053501	ENSG00000107175
ENSG00000054356	ENSG00000123560
ENSG00000054965	ENSG00000089723
ENSG00000054965	ENSG00000154127
ENSG00000054965	ENSG00000159069
ENSG00000054965	ENSG00000184402
ENSG00000056558	ENSG00000064961
ENSG00000056558	ENSG00000129968
ENSG00000056558	ENSG00000135205
ENSG00000056558	ENSG00000161180
ENSG00000056558	ENSG00000171295
ENSG00000056558	ENSG00000175104
ENSG00000056558	ENSG00000177468
ENSG00000056558	ENSG00000188878
ENSG00000056558	ENSG00000196150
ENSG00000056972	ENSG00000167110
ENSG00000056972	ENSG00000175104
ENSG00000059804	ENSG00000107175
ENSG00000061273	ENSG00000124713
ENSG00000061273	ENSG00000136436
ENSG00000062725	ENSG00000119943
ENSG00000062725	ENSG00000160396
ENSG00000063241	ENSG00000178363
ENSG00000063244	ENSG00000077312
ENSG00000063244	ENSG00000160201
ENSG00000063244	ENSG00000275895
ENSG00000064655	ENSG00000126778
ENSG00000065135	ENSG00000213654
ENSG00000065328	ENSG00000145901
ENSG00000065548	ENSG00000185721
ENSG00000065911	ENSG00000124357
ENSG00000066117	ENSG00000139722
ENSG00000066382	ENSG00000071539
ENSG00000066382	ENSG00000185811
ENSG00000067066	ENSG00000094916
ENSG00000067113	ENSG00000107175
ENSG00000067167	ENSG00000107175
ENSG00000067560	ENSG00000111913
ENSG00000068394	ENSG00000141985
ENSG00000068745	ENSG00000139517
ENSG00000068796	ENSG00000138709
ENSG00000070367	ENSG00000105576
ENSG00000070367	ENSG00000107938
ENSG00000071051	ENSG00000114423
ENSG00000071051	ENSG00000128656
ENSG00000071051	ENSG00000155629
ENSG00000071539	ENSG00000075420
ENSG00000071539	ENSG00000100299
ENSG00000071539	ENSG00000103275
ENSG00000071539	ENSG00000116171
ENSG00000071655	ENSG00000143614
ENSG00000071655	ENSG00000170653
ENSG00000071889	ENSG00000107175
ENSG00000071889	ENSG00000136938
ENSG00000071967	ENSG00000103496
ENSG00000071967	ENSG00000107175
ENSG00000072121	ENSG00000076382
ENSG00000072121	ENSG00000117155
ENSG00000072201	ENSG00000103154
ENSG00000072201	ENSG00000143156
ENSG00000072201	ENSG00000205352
ENSG00000072401	ENSG00000091073
ENSG00000072401	ENSG00000204599
ENSG00000072682	ENSG00000107175
ENSG00000072958	ENSG00000108309
ENSG00000072958	ENSG00000165689
ENSG00000073584	ENSG00000140859
ENSG00000073584	ENSG00000182923
ENSG00000073712	ENSG00000166091
ENSG00000074527	ENSG00000254997
ENSG00000075624	ENSG00000075624
ENSG00000075624	ENSG00000165410
ENSG00000075624	ENSG00000184009
ENSG00000075643	ENSG00000197702
ENSG00000075790	ENSG00000107175
ENSG00000075945	ENSG00000116701
ENSG00000076242	ENSG00000147231
ENSG00000076242	ENSG00000174015
ENSG00000076382	ENSG00000124074
ENSG00000076382	ENSG00000187595
ENSG00000076382	ENSG00000197114
ENSG00000076604	ENSG00000102178
ENSG00000076604	ENSG00000112578
ENSG00000076604	ENSG00000171847
ENSG00000076604	ENSG00000198373
ENSG00000076716	ENSG00000112237
ENSG00000076716	ENSG00000127914
ENSG00000076716	ENSG00000129968
ENSG00000077279	ENSG00000080561
ENSG00000077279	ENSG00000167110
ENSG00000077279	ENSG00000185811
ENSG00000077348	ENSG00000120699
ENSG00000078043	ENSG00000113368
ENSG00000078043	ENSG00000166946
ENSG00000078699	ENSG00000112559
ENSG00000078902	ENSG00000109205
ENSG00000078967	ENSG00000080561
ENSG00000078967	ENSG00000123091
ENSG00000079102	ENSG00000110031
ENSG00000079462	ENSG00000079462
ENSG00000079950	ENSG00000103496
ENSG00000079950	ENSG00000107175
ENSG00000079999	ENSG00000254986
ENSG00000080189	ENSG00000107175
ENSG00000080298	ENSG00000115641
ENSG00000080561	ENSG00000135940
ENSG00000080561	ENSG00000135951
ENSG00000080561	ENSG00000137210
ENSG00000080561	ENSG00000172466
ENSG00000080561	ENSG00000183137
ENSG00000080561	ENSG00000196391
ENSG00000080561	ENSG00000198420
ENSG00000081307	ENSG00000183889
ENSG00000081307	ENSG00000233024
ENSG00000081721	ENSG00000136436
ENSG00000081721	ENSG00000167393
ENSG00000081870	ENSG00000213024
ENSG00000082512	ENSG00000123609
ENSG00000082512	ENSG00000175104
ENSG00000083838	ENSG00000186812
ENSG00000083838	ENSG00000197279
ENSG00000084070	ENSG00000183283
ENSG00000084764	ENSG00000129084
ENSG00000084764	ENSG00000135363
ENSG00000084764	ENSG00000135451
ENSG00000085117	ENSG00000107175
ENSG00000086475	ENSG00000086475
ENSG00000086475	ENSG00000089775
ENSG00000086475	ENSG00000121690
ENSG00000086475	ENSG00000170779
ENSG00000087077	ENSG00000112578
ENSG00000087077	ENSG00000160584
ENSG00000087077	ENSG00000165792
ENSG00000087077	ENSG00000172349
ENSG00000087077	ENSG00000179262
ENSG00000087077	ENSG00000198420
ENSG00000087077	ENSG00000204099
ENSG00000087086	ENSG00000167996
ENSG00000087095	ENSG00000174306
ENSG00000087191	ENSG00000105048
ENSG00000087191	ENSG00000136940
ENSG00000087253	ENSG00000107175
ENSG00000087338	ENSG00000163346
ENSG00000087338	ENSG00000205777
ENSG00000087338	ENSG00000215269
ENSG00000087338	ENSG00000224659
ENSG00000087338	ENSG00000236362
ENSG00000087338	ENSG00000274274
ENSG00000087903	ENSG00000142698
ENSG00000088002	ENSG00000155749
ENSG00000088888	ENSG00000127191
ENSG00000089063	ENSG00000107175
ENSG00000089356	ENSG00000107175
ENSG00000089356	ENSG00000157613
ENSG00000089486	ENSG00000145901
ENSG00000089682	ENSG00000092199
ENSG00000089775	ENSG00000115641
ENSG00000090447	ENSG00000160191
ENSG00000090487	ENSG00000091073
ENSG00000090487	ENSG00000177674
ENSG00000091073	ENSG00000104490
ENSG00000091073	ENSG00000107130
ENSG00000091073	ENSG00000121542
ENSG00000091073	ENSG00000160993
ENSG00000091073	ENSG00000167528
ENSG00000091073	ENSG00000172053
ENSG00000091073	ENSG00000183246
ENSG00000091073	ENSG00000184708
ENSG00000091073	ENSG00000204427
ENSG00000091436	ENSG00000189042
ENSG00000092020	ENSG00000140481
ENSG00000092199	ENSG00000092199
ENSG00000092445	ENSG00000145901
ENSG00000092445	ENSG00000254997
ENSG00000092931	ENSG00000107175
ENSG00000092964	ENSG00000092964
ENSG00000094841	ENSG00000121350
ENSG00000094880	ENSG00000123240
ENSG00000094880	ENSG00000204713
ENSG00000094916	ENSG00000147548
ENSG00000095066	ENSG00000101945
ENSG00000095066	ENSG00000114853
ENSG00000095066	ENSG00000120071
ENSG00000095066	ENSG00000139405
ENSG00000095066	ENSG00000174562
ENSG00000095261	ENSG00000161057
ENSG00000096092	ENSG00000107175
ENSG00000096092	ENSG00000184979
ENSG00000099256	ENSG00000137210
ENSG00000099377	ENSG00000136158
ENSG00000099622	ENSG00000165119
ENSG00000099783	ENSG00000135363
ENSG00000099797	ENSG00000107175
ENSG00000100109	ENSG00000120071
ENSG00000100109	ENSG00000158691
ENSG00000100109	ENSG00000160972
ENSG00000100109	ENSG00000165792
ENSG00000100109	ENSG00000171431
ENSG00000100109	ENSG00000172349
ENSG00000100109	ENSG00000173480
ENSG00000100122	ENSG00000108255
ENSG00000100129	ENSG00000178982
ENSG00000100221	ENSG00000204713
ENSG00000100246	ENSG00000112214
ENSG00000100290	ENSG00000107175
ENSG00000100290	ENSG00000147378
ENSG00000100292	ENSG00000107175
ENSG00000100321	ENSG00000107175
ENSG00000100376	ENSG00000112200
ENSG00000100519	ENSG00000110801
ENSG00000100532	ENSG00000107175
ENSG00000100567	ENSG00000100567
ENSG00000100567	ENSG00000100902
ENSG00000100567	ENSG00000187595
ENSG00000100568	ENSG00000107175
ENSG00000100568	ENSG00000170310
ENSG00000100632	ENSG00000108021
ENSG00000100644	ENSG00000268009
ENSG00000100644	ENSG00000269791
ENSG00000100721	ENSG00000136436
ENSG00000100726	ENSG00000171346
ENSG00000100814	ENSG00000178567
ENSG00000101004	ENSG00000173480
ENSG00000101144	ENSG00000132938
ENSG00000101160	ENSG00000254997
ENSG00000101197	ENSG00000132300
ENSG00000101266	ENSG00000157450
ENSG00000101290	ENSG00000107175
ENSG00000101310	ENSG00000105997
ENSG00000101310	ENSG00000150961
ENSG00000101310	ENSG00000164244
ENSG00000101336	ENSG00000115641
ENSG00000101444	ENSG00000164008
ENSG00000101624	ENSG00000118507
ENSG00000101624	ENSG00000126351
ENSG00000101624	ENSG00000134602
ENSG00000101624	ENSG00000139146
ENSG00000101624	ENSG00000163807
ENSG00000101624	ENSG00000242259
ENSG00000101751	ENSG00000204599
ENSG00000101871	ENSG00000101871
ENSG00000101871	ENSG00000182247
ENSG00000101888	ENSG00000147206
ENSG00000102010	ENSG00000168610
ENSG00000102030	ENSG00000107175
