ENSG00000002330	ENSG00000171552
ENSG00000002822	ENSG00000140416
ENSG00000003756	ENSG00000005102
ENSG00000003756	ENSG00000106511
ENSG00000005102	ENSG00000068305
ENSG00000005102	ENSG00000172530
ENSG00000005102	ENSG00000181513
ENSG00000005249	ENSG00000108599
ENSG00000007001	ENSG00000007001
ENSG00000007001	ENSG00000106511
ENSG00000007001	ENSG00000196470
ENSG00000008441	ENSG00000147862
ENSG00000011304	ENSG00000182872
ENSG00000011590	ENSG00000058404
ENSG00000011590	ENSG00000131721
ENSG00000011590	ENSG00000157110
ENSG00000011638	ENSG00000160307
ENSG00000012504	ENSG00000204231
ENSG00000020256	ENSG00000100395
ENSG00000020256	ENSG00000182872
ENSG00000020426	ENSG00000167110
ENSG00000025434	ENSG00000204231
ENSG00000025796	ENSG00000106511
ENSG00000040275	ENSG00000256061
ENSG00000043462	ENSG00000071051
ENSG00000047579	ENSG00000182636
ENSG00000047932	ENSG00000143889
ENSG00000049167	ENSG00000145349
ENSG00000051128	ENSG00000143294
ENSG00000054356	ENSG00000123560
ENSG00000054965	ENSG00000185359
ENSG00000056487	ENSG00000117625
ENSG00000056487	ENSG00000135457
ENSG00000056487	ENSG00000172530
ENSG00000056558	ENSG00000165792
ENSG00000056558	ENSG00000197905
ENSG00000056558	ENSG00000229809
ENSG00000064195	ENSG00000172530
ENSG00000067646	ENSG00000100395
ENSG00000068305	ENSG00000166484
ENSG00000070367	ENSG00000140368
ENSG00000070367	ENSG00000185359
ENSG00000070367	ENSG00000256061
ENSG00000071051	ENSG00000100842
ENSG00000071051	ENSG00000106299
ENSG00000071051	ENSG00000106511
ENSG00000071051	ENSG00000107816
ENSG00000071051	ENSG00000114423
ENSG00000071051	ENSG00000138443
ENSG00000071051	ENSG00000162620
ENSG00000071539	ENSG00000100299
ENSG00000071539	ENSG00000126759
ENSG00000071539	ENSG00000213930
ENSG00000074319	ENSG00000160948
ENSG00000075945	ENSG00000116701
ENSG00000075975	ENSG00000182636
ENSG00000076382	ENSG00000129195
ENSG00000076382	ENSG00000229809
ENSG00000076604	ENSG00000172530
ENSG00000076604	ENSG00000185359
ENSG00000076604	ENSG00000229809
ENSG00000077092	ENSG00000204231
ENSG00000077157	ENSG00000213639
ENSG00000077420	ENSG00000182636
ENSG00000077522	ENSG00000120729
ENSG00000078114	ENSG00000197114
ENSG00000078328	ENSG00000165209
ENSG00000078487	ENSG00000103043
ENSG00000078487	ENSG00000106511
ENSG00000078487	ENSG00000198945
ENSG00000080561	ENSG00000103126
ENSG00000080561	ENSG00000127870
ENSG00000080561	ENSG00000143889
ENSG00000080561	ENSG00000165792
ENSG00000080561	ENSG00000197114
ENSG00000080561	ENSG00000204231
ENSG00000080561	ENSG00000229809
ENSG00000080572	ENSG00000166508
ENSG00000083838	ENSG00000187626
ENSG00000087077	ENSG00000103126
ENSG00000087077	ENSG00000128683
ENSG00000087077	ENSG00000229809
ENSG00000087338	ENSG00000103126
ENSG00000088280	ENSG00000167193
ENSG00000088727	ENSG00000181513
ENSG00000092200	ENSG00000127870
ENSG00000092200	ENSG00000229809
ENSG00000092203	ENSG00000172530
ENSG00000092529	ENSG00000101624
ENSG00000092529	ENSG00000135457
